#Id	Names	Type	Con	RA	Dec	Mag	Size	Sep	PA	Class	Distance	Notes
NGC 1778	NGC 1778	OCl	Aur	05h 08m 06s	37° 01' 00"	7.7	8'			III 2 p	5.45kly	112 stars
NGC 1788	NGC 1788	RN	Ori	05h 06m 54s	-03° 21' 00"	10.1	8' x 5'					fairly bright but diffuse reflection nebula
NGC 1792	NGC 1792	Gal	Col	05h 05m 12s	-37° 59' 00"	10.2	3' x 1'					Sc, elongated
NGC 1798	NGC 1798	OCl	Aur	05h 11m 42s	47° 42' 00"	10.0	5'			I 1 m :b	11.6kly	50 stars
NGC 1807	NGC 1807	OCl	Tau	05h 10m 42s	16° 32' 00"	7.0	17'					
NGC 1808	NGC 1808	Gal	Col	05h 07m 42s	-37° 31' 00"	9.9	7.2'					! SB, faint outer arms, bar front-to-back, brighter nucleus, some spiral arm structure
NGC 1817	NGC 1817/Poor Man's Double Cluster	OCl	Tau	05h 12m 30s	16° 41' 00"	7.7	20'			III 1 m	4.9kly	283 stars
NGC 185	NGC 185	Gal	Cas	00h 39m 00s	48° 20' 00"	9.2	12.5' x 10.4'			dE0	2mly	companion to M31; small and faint; with NGC 147
NGC 1851	NGC 1851	GCl	Col	05h 14m 06s	-40° 03' 00"	7.3	11'					! faint stars
NGC 1857	NGC 1857	OCl	Aur	05h 20m 06s	39° 21' 00"	7.0	10'			II 2 m	18.7kly	40 stars
NGC 188	NGC 188/Polarissima Cluster	OCl	Cep	00h 47m 30s	85° 14' 00"	8.1	15'			II 2 r	5.4kly	550 stars
NGC 1883	NGC 1883	OCl	Aur	05h 25m 54s	46° 29' 00"	12.0	5'			II 1 p	15.6kly	30 stars
NGC 189	NGC 189	OCl	Cas	00h 39m 36s	61° 06' 00"	8.8	5'			III 2 p	3.5kly	90 stars
NGC 1893	NGC 1893/IC 410	OCl	Aur	05h 22m 48s	33° 25' 00"	7.5	25'			II 2 m n	11kly	270 stars
NGC 1907	NGC 1907	OCl	Aur	05h 28m 06s	35° 20' 00"	8.2	5'			II 1 m n	4.5kly	! Nice compact cluster, 110 stars
NGC 1931	NGC 1931/The Fly	EN+RN	Aur	05h 31m 24s	34° 15' 00"	10.1	6' x 3'			I 3 p n:b	7kly	haze surrounding 4 close stars
NGC 1961	NGC 1961	Gal	Cam	05h 42m 06s	69° 23' 00"	11.7	3.7' x 1.6'					sp faint elus fuzzy sl elongated
NGC 1964	NGC 1964	Gal	Lep	05h 33m 24s	-21° 57' 00"	10.8	5.5' x 2.1'			SBb	76mly	Sb, elongated, embedded HII regions
NGC 1973,1975	NGC 1973,1975/Mermaid's Purse Nebula/Running Man Nebula	RN	Ori	05h 35m 06s	-04° 44' 00"	7.0	10'			E+R	1.63kly	NGC 1973-5-7 near M42 and M43; often neglected
NGC 1977	NGC 1977	OCl+EN+RN	Ori	05h 35m 18s	-04° 49' 00"	7.0	20' x 10'			?	1.63kly	Cluster In NGC1973/1975
NGC 1980	NGC 1980/The Lost Jewel of Orion	OCl	Ori	05h 35m 24s	-05° 55' 00"	2.5	15' x 14'			III 3 m n:	1.8kly	30 stars
NGC 1981	NGC 1981/Coal Car Cluster	OCl	Ori	05h 35m 12s	-04° 26' 00"	4.2	28'			III 2 p n	1.3kly	20 stars. Just N. of NGC 1973/5/7
NGC 1999	NGC 1999/13th Pearl Nebula/Black Eye Nebula	RN	Ori	05h 36m 30s	-06° 42' 00"	9.2	2'			DP	1.5kly	
NGC 2022	NGC 2022/Kissing Crescents Nebula/Orion's Collarbone Nebula	PN	Ori	05h 42m 06s	09° 05' 00"	11.6	27"			4+2	10.4kly	small, faint & distinct with annular form, central star
NGC 2024	NGC 2024/Lips Nebula/Flame Nebula/Maple Leaf Nebula/Tank Nebula	EN	Ori	05h 41m 42s	-01° 51' 00"		30' x 22'			E	1.5kly	! bright but masked by glow from Zeta Ori
NGC 206	NGC 206/Great Star Cloud in Andromeda Galaxy	Star Cloud	And	00h 40m 30s	40° 44' 00"	12.8	4.2'			STARCLOUD	2.52mly	
NGC 2126	NGC 2126	OCl	Aur	06h 02m 36s	49° 52' 00"	10.2	6'			II 1 p	3.95kly	40 stars
NGC 2129	NGC 2129	OCl	Gem	06h 01m 06s	23° 19' 00"	6.7	6'			III 3 p	4.94kly	73 stars
NGC 2141	NGC 2141	OCl	Ori	06h 02m 54s	10° 27' 00"	9.4	10'			II 3 r	13.1kly	365 stars
NGC 2146	NGC 2146/Dusty Hand Galaxy	Gal	Cam	06h 18m 36s	78° 21' 00"	10.6	5.7' x 3.3'			SBab/P	39mly	
NGC 2158	NGC 2158	OCl	Gem	06h 07m 24s	24° 06' 00"	8.6	5'			II 3 r	16.5kly	973 stars
NGC 2169	NGC 2169/Shopping Cart Cluster/"37" Cluster	OCl+Ast	Ori	06h 08m 24s	13° 58' 00"	5.9	6'			I 3 p n	3.43kly	!! 30 stars. Open cluster shows the number '37'.
NGC 2185	NGC 2185	DN	Ori	06h 11m 06s	-06° 13' 00"	11.0	2' x 2'					brt fuzzy with NGC 2183 + 2184
NGC 2186	NGC 2186	OCl	Ori	06h 12m 12s	05° 27' 00"	9.5	5'					30 stars loose poor some brt
NGC 2192	NGC 2192	OCl	Aur	06h 15m 18s	39° 51' 00"	10.9	5'			III 1 p	8.15kly	45 stars
NGC 2194	NGC 2194	OCl	Ori	06h 13m 48s	12° 48' 00"	8.5	9'			III 1 r	12.3kly	194 stars. faint, fairly rich; look for 2169 nearby
NGC 2204	NGC 2204	OCl	CMa	06h 15m 30s	-18° 40' 00"	8.6	10'			III 3 m	8.58kly	353 stars
NGC 2207	NGC 2207	Gal	CMa	06h 16m 24s	-21° 22' 00"	10.8	4.2' x 2.6'			SABbc Ring	81mly	interacting w/IC2163 (m13)
NGC 2215	NGC 2215	OCl	Mon	06h 21m 00s	-07° 17' 00"	8.6	8'					10 stars round faint a brt star
NGC 2217	NGC 2217	Gal	CMa	06h 21m 42s	-27° 14' 00"	10.7	4.7' x 4.3'			SBO-a Ring	77mly	
NGC 2225	NGC 2225	OCl	Mon	06h 26m 36s	-09° 38' 00"	14.0	1.5'			II 1 m	10.4kly	40 stars. NGC 2226 is the center of the cluster
NGC 2232	NGC 2232	OCl	Mon	06h 26m 36s	-04° 45' 00"	3.9	29'					
NGC 2236	NGC 2236	OCl	Mon	06h 29m 42s	06° 50' 00"	8.5	8'			III 2 p	9.55kly	243 stars
NGC 2237,2238,2239,2246	NGC 2237,2238,2239,2246/The Rosette Nebula	EN	Mon	06h 31m 54s	04° 57' 00"	5.5	80' x 60'			E	5.5kly	!!Rosette Neb.; very large; use UHC
NGC 2244	NGC 2244	OCl	Mon	06h 32m 18s	04° 51' 00"	4.8	30'			II 3 r n:b	5.5kly	100 stars. Cluster in the Rosette
NGC 225	NGC 225/Sailboat Cluster	OCl	Cas	00h 43m 36s	61° 46' 00"	7.0	12'			iii 1 p n	2.143kly	24 stars
NGC 2251	NGC 2251	OCl	Mon	06h 34m 36s	08° 22' 00"	7.3	10'			IV 2 p	4.34kly	92 stars
NGC 2254	NGC 2254	OCl	Mon	06h 35m 48s	07° 40' 00"	9.1	6'			I 2 p	7.71kly	93 stars
NGC 2259	NGC 2259	OCl	Mon	06h 38m 36s	10° 53' 00"	10.8	3.5'			II 2 p n	10.8kly	25 stars
NGC 2261	NGC 2261/Hubble's Variable Nebula	EN+RN	Mon	06h 39m 12s	08° 45' 00"	9.0	2' x 1'			E+R	3kly	! Hubble's Variable Nebula; comet-shaped
NGC 2264	NGC 2264/Christmas Tree Cluster/Cone Nebula	OCl+Ast	Mon	06h 41m 00s	09° 54' 00"	4.1	40'			III 3 m n:	2.18kly	40 stars
NGC 2266	NGC 2266	OCl	Gem	06h 43m 18s	26° 58' 00"	9.5	5'			II 2 m	11.1kly	50 stars. Similar to M11
NGC 2268	NGC 2268	Gal	Cam	07h 14m 18s	84° 23' 00"	11.5	3.3' x 2'			SBbc	98mly	
NGC 2269	NGC 2269/Head Hunter/Starfighter	OCl	Mon	06h 43m 18s	04° 37' 00"	10.0	3'			II 2 p	5.5kly	12 stars
NGC 2281	NGC 2281/The Broken Heart Cluster	OCl	Aur	06h 48m 18s	41° 05' 00"	5.4	25'			I 3 p	1.819kly	119 stars
NGC 2286	NGC 2286	OCl	Mon	06h 47m 42s	-03° 09' 00"	7.5	15'			IV 3 m	9.45kly	80 stars
NGC 2301	NGC 2301/Hagrid's Dragon	OCl	Mon	06h 51m 48s	00° 28' 00"	6.0	15'			I 3 m	2.85kly	80 stars
NGC 2304	NGC 2304	OCl	Gem	06h 55m 00s	18° 01' 00"	10.1	5.5'					small loose irregular
NGC 2309	NGC 2309	OCl	Mon	06h 56m 06s	-07° 10' 00"	10.5	5'			II 2 m	8.19kly	40 stars
NGC 2311	NGC 2311	OCl	Mon	06h 57m 48s	-04° 35' 00"	9.6	7'					25 stars brt rich easy resolvabl
NGC 2316	NGC 2316/NGC 2317	RN	Mon	06h 59m 42s	-07° 47' 00"		4'			R	3.6kly	
NGC 2324	NGC 2324	OCl	Pup	07h 04m 12s	01° 03' 00"	8.8	9'					30 stars 5 stars = a  Y loose
NGC 2335	NGC 2335	OCl	Mon	07h 06m 36s	-10° 05' 00"	9.1	12'					35 stars triangular tight group
NGC 2336	NGC 2336	Gal	Cam	07h 27m 06s	80° 11' 00"	10.4	6.8' x 3.7'			SBbc Ring	98mly	
NGC 2343	NGC 2343	OCl	Mon	07h 08m 18s	-10° 39' 00"	8.0	7'					15 stars brt rich tight cute
NGC 2345	NGC 2345	OCl	CMa	07h 08m 18s	-13° 12' 00"	7.7	12'			I 3 m	7.34kly	70 stars
NGC 2346	NGC 2346	PN	Mon	07h 09m 24s	00° 48' 00"	11.8	1'					central star variable m11.3 - 13.5, 16 days
NGC 2353	NGC 2353/Avery's Island	OCl	Mon	07h 14m 30s	-10° 16' 00"	7.1	18'			II 2 p	3.65kly	106 stars
NGC 2354	NGC 2354	OCl	CMa	07h 14m 18s	-25° 42' 00"	6.5	18'			III 2 m	13.3kly	297 stars
NGC 2355	NGC 2355/NGC 2356	OCl	Gem	07h 17m 00s	13° 45' 00"	9.7	8'			II 2 p	7.2kly	40 stars, rich compact cluster
NGC 2359	NGC 2359/Thor's Helmet/The Whistle/IC 468/Duck Nebula/Whistle Nebula/Head & Shoulders Nebula	EN	CMa	07h 18m 30s	-13° 14' 00"	10.0	13' x 11'			E	15kly	! bright; look for NGC 2360 & 2362 nearby
NGC 2360	NGC 2360/Caroline's Cluster	OCl	CMa	07h 17m 42s	-15° 38' 00"	7.2	14'			II 2 m	6.16kly	! Rich cluster of 50 stars
NGC 2362	NGC 2362/Mexican Jumping Star Cluster/Pirate's Jewels/Northern Jewel Box/Arkenstone	OCl	CMa	07h 18m 42s	-24° 57' 00"	3.8	6'			I 3 p n	4.8kly	!! Cluster of 40 stars surrounds Tau Canis Majoris, the Arkenstone
NGC 2371	NGC 2371/The Ant Nebula/Double Bubble Nebula/Peanut Nebula/Dogbone Nebula	PN	Gem	07h 25m 36s	29° 29' 00"	13.0	1.23' x 0.9'			3a+6	4.4kly	! faint double-lobed planetary surrounds central star; use OIII, same obj as 2372.
NGC 2372	NGC 2372/The Ant Nebula/Double Bubble Nebula/Peanut Nebula/Dogbone Nebula	PN	Gem	07h 25m 36s	29° 29' 00"	13.0	1.23' x 0.9'			3a+6	4.4kly	! faint double-lobed planetary surrounds central star; use OIII, same obj as 2371.
NGC 2374	NGC 2374	OCl	CMa	07h 23m 54s	-13° 16' 00"	8.0	12'			II 3 p	4.79kly	73 stars
NGC 2392	NGC 2392/Clown Face Nebula/Eskimo Nebula	PN	Gem	07h 29m 12s	20° 55' 00"	8.6	46.8" x 43.2"			3b(3b)	3kly	!! Clown Face or Eskimo Nebula
NGC 2395	NGC 2395	OCl	Gem	07h 27m 06s	13° 35' 00"	9.4	12'					faint elus rich scattered
NGC 24	NGC 24	Gal	Scl	00h 09m 54s	-24° 58' 00"	11.3	6' x 1'					easy edge-on
NGC 2401	NGC 2401	OCl	Pup	07h 29m 24s	-13° 58' 00"	12.6	2'			I 1 p	20.5kly	20 stars
NGC 2403	NGC 2403	Gal	Cam	07h 36m 48s	65° 36' 00"	8.5	23.4' x 11.8'			SAB(s)cd	11mly	!! very large & bright; visible in binocs. nearly face-on spiral
NGC 2419	NGC 2419/The Intergalactic Wanderer	GCl	Lyn	07h 38m 06s	38° 53' 00"	10.3	4.6'			II	300kly	
NGC 2420	NGC 2420/Twinkling Comet Cluster	OCl	Gem	07h 38m 24s	21° 34' 00"	8.3	6'			I 2 r	10kly	304 stars. Well resolved cluster with nebulosity
NGC 2421	NGC 2421	OCl	Pup	07h 36m 12s	-20° 37' 00"	8.3	8'			I 2 m	7.11kly	70 stars. Large, rich cluster of dim stars
NGC 2423	NGC 2423	OCl	Pup	07h 37m 06s	-13° 52' 00"	6.9	20'					! Cluster of 60 stars with nebulosity
NGC 2425	NGC 2425	OCl	Pup	07h 38m 18s	-14° 53' 00"		3.3'			II 1 m	11kly	30 stars
NGC 2438	NGC 2438	PN	Pup	07h 41m 48s	-14° 44' 00"	11.0	1.08'			4(2)	3.2kly	in M 46
NGC 2439	NGC 2439	OCl	Pup	07h 40m 48s	-31° 42' 00"	6.9	9'			II 3 m	12.6kly	181 stars
NGC 2440	NGC 2440/Albino Butterfly Nebula/Burning Ember/Bat Nebula	PN	Pup	07h 41m 54s	-18° 13' 00"	11.5	54" x 19.8"			5(3)	5.7kly	! almost starlike; irregular at high power
NGC 2451	NGC 2451/Stinging Scorpion Cluster	OCl	Pup	07h 45m 24s	-37° 57' 00"	2.8	50'			II 2 p	985ly	153 stars
NGC 2452	NGC 2452	PN	Pup	07h 47m 24s	-27° 20' 00"	11.9	30" x 24"			4(3)	12kly	annular. In same field as NGC 2453
NGC 2453	NGC 2453	OCl	Pup	07h 47m 36s	-27° 12' 00"	8.3	4'			I 2 p	7.01kly	76 stars
NGC 246	NGC 246/Skull Nebula/The Soap Bubble Nebula/Voodoo Mask	PN	Cet	00h 47m 06s	-11° 52' 00"	8.5	4' x 3.5'			3b	2.1kly	! large and faint with mottled structure
NGC 2467	NGC 2467/Chained Brooch Nebula/Skull & Crossbones Nebula	EN	Pup	07h 52m 30s	-26° 24' 00"	8.0	16' x 12'				13kly	! OC Haffner 18 & 19 within the Nebula
NGC 247	NGC 247	Gal	Cet	00h 47m 06s	-20° 46' 00"	9.1	21' x 5.6'			SBcd	8.1mly	
NGC 2477	NGC 2477/Termite Hole Cluster	OCl	Pup	07h 52m 12s	-38° 32' 00"	5.8	20'			I 2 r :b	4kly	300 stars, m11+
NGC 2479	NGC 2479	OCl	Pup	07h 55m 06s	-17° 42' 00"	9.6	11'			III 1 m	3.915kly	45 stars
NGC 2482	NGC 2482	OCl	Pup	07h 54m 54s	-24° 18' 00"	8.7	18'					50 stars lg rich no shape
NGC 2489	NGC 2489	OCl	Pup	07h 56m 18s	-30° 04' 00"	7.9	5'			II 2 m	12.9kly	112 stars
NGC 2506	NGC 2506	OCl	Mon	08h 00m 00s	-10° 46' 00"	7.6	12'			I 2 r	11.3kly	! Cluster of stars resolves into two groups (800 stars)
NGC 2509	NGC 2509	OCl	Pup	08h 00m 48s	-19° 03' 00"	9.3	12'			II 1 p	2.975kly	70 stars
NGC 2527	NGC 2527	OCl	Pup	08h 05m 18s	-28° 10' 00"	8.0	22'					50 stars loose scattered
NGC 253	NGC 253/Sculptor Galaxy/Silver Coin Galaxy	Gal	Scl	00h 47m 36s	-25° 18' 00"	7.2	26.4' x 6'			SBc	13mly	!! very large and bright but at low altitude. nearly edge-on
NGC 2533	NGC 2533	OCl	Pup	08h 07m 00s	-29° 52' 00"	7.6	6'			III 1 p	11kly	124 stars
NGC 2537	NGC 2537/Bear Paw Galaxy	Gal	Lyn	08h 13m 12s	45° 59' 00"	11.7	3.1' x 2.7'			SBp	26mly	
NGC 2539	NGC 2539/The Dish Cluster	OCl	Pup	08h 10m 36s	-12° 49' 00"	6.5	15'			II 1 m	4.45kly	! 59 stars. large rich cluster; near M46 and M47
NGC 2546	NGC 2546/Heart & Dagger Cluster	OCl	Pup	08h 12m 24s	-37° 37' 00"	6.3	70'			III 2 m	3kly	40 stars
NGC 2567	NGC 2567	OCl	Pup	08h 18m 30s	-30° 39' 00"	7.4	11'			III 2 m	5.47kly	Chain of 6 stars through cluster of 50 stars
NGC 2571	NGC 2571	OCl	Pup	08h 18m 54s	-29° 44' 00"	7.5	8'					25 stars loose irregular faint
NGC 2588	NGC 2588	OCl	Pup	08h 23m 12s	-32° 59' 00"	11.8	2'			II 1 p	16.1kly	20 stars
NGC 2610	NGC 2610	PN	Hya	08h 33m 24s	-16° 09' 00"	13.0	49.8" x 46.8"			4(2)	7.22kly	annular, use high power
NGC 2613	NGC 2613	Gal	Pyx	08h 33m 24s	-22° 58' 00"	11.0	6.6' x 1.3'					sp edge-on elus difficult
NGC 2627	NGC 2627	OCl	Pyx	08h 37m 18s	-29° 57' 00"	8.3	8'					40 stars small hard distinguih
NGC 2655	NGC 2655	Gal	Cam	08h 55m 36s	78° 13' 00"	10.1	4.9' x 4.1'			SBO-a	63mly	bright ellipse with starlike nucleus
NGC 2681	NGC 2681	Gal	UMa	08h 53m 30s	51° 19' 00"	10.3	3.7'			SBO-a	38mly	
NGC 2683	NGC 2683/UFO Galaxy	Gal	Lyn	08h 52m 42s	33° 25' 00"	9.8	8.8' x 2.5'			Sb	30mly	!! nearly edge-on spiral; very bright, dark lane
NGC 2742	NGC 2742	Gal	UMa	09h 07m 36s	60° 29' 00"	11.2	2.5' x 1'					sp elongated elus
NGC 2768	NGC 2768	Gal	UMa	09h 11m 36s	60° 02' 00"	9.9	8.2' x 5.3'			E5	73mly	Elongated galaxy with bright nucleus
NGC 2775	NGC 2775	Gal	Cnc	09h 10m 18s	07° 02' 00"	10.7	2.3' x 1.9'					sp circular brt nucleus
NGC 278	NGC 278	Gal	Cas	00h 52m 06s	47° 33' 00"	10.8	2.4'			SBb	26mly	Compact face-on spiral with structure
NGC 2782	NGC 2782	Gal	Lyn	09h 14m 06s	40° 07' 00"	11.7	1.8' x 1.6'					sp starlike some nebulosity
NGC 2787	NGC 2787	Gal	UMa	09h 19m 18s	69° 12' 00"	10.9	2' x 1.3'					sp elong near 2 brt stars
NGC 281	NGC 281/IC 11/Pacman Nebula	EN	Cas	00h 53m 00s	56° 37' 00"	7.4	4'			E+*	10kly	!! large faint nebulosity near eta Cas
NGC 2811	NGC 2811	Gal	Hya	09h 16m 12s	-16° 06' 00"	11.7	96" x 30"					sp uniform brightness
NGC 2815	NGC 2815	Gal	Hya	09h 16m 18s	-23° 38' 00"	11.9	3.5' x 1.1'			SBb	127mly	
NGC 2818	NGC 2818	OCl	Pyx	09h 16m 00s	-36° 37' 00"	8.2	9'					! about 30 stars, contains m13 PN (2818A - 40" bipolar nebula in elliptical ring)
NGC 2841	NGC 2841/Tiger's Eye Galaxy	Gal	UMa	09h 22m 00s	50° 59' 00"	9.2	7.7' x 3.6'			Sb	40mly	!! classic elongated spiral; very bright
NGC 2859	NGC 2859	Gal	LMi	09h 24m 18s	34° 31' 00"	10.7	4.4' x 3.5'					Bsp brt nucleus fainter arm
NGC 288	NGC 288	GCl	Scl	00h 52m 48s	-26° 35' 00"	8.1	13'			X	30kly	! Loose structured globular
NGC 2903	NGC 2903	Gal	Leo	09h 32m 12s	21° 30' 00"	9.0	12' x 5.6'			SBbc	30mly	!! very large, bright elongated spiral
NGC 2950	NGC 2950	Gal	UMa	09h 42m 36s	58° 51' 00"	10.9	1.3' x 0.9'					sp starlike fuzzy nebul on edges
NGC 2964	NGC 2964	Gal	Leo	09h 42m 54s	31° 51' 00"	11.0	2.2' x 1.1'					sp round brt nucleus faint rim
NGC 2974	NGC 2974	Gal	Sex	09h 42m 36s	-03° 42' 00"	11.0	1.5' x 0.9'					sp elong fuzzy low surf brt
NGC 2976	NGC 2976	Gal	UMa	09h 47m 18s	67° 55' 00"	10.2	6' x 2'					Small, relatively dim galaxy near M81/82
NGC 2985	NGC 2985	Gal	UMa	09h 50m 24s	72° 17' 00"	10.6	5.5' x 5'					sp brt nucleus easy, near M81, M82
NGC 2997	NGC 2997	Gal	Ant	09h 45m 36s	-31° 11' 00"	11.0	6' x 5'					Sc, tight spiral w/dark spirals, unusual
NGC 300	NGC 300	Gal	Scl	00h 54m 54s	-37° 41' 00"	8.1	19.3' x 13.3'			Scd	6.8mly	
NGC 3003	NGC 3003	Gal	LMi	09h 48m 36s	33° 25' 00"	11.9	5.7' x 1.4'			SBbc	77mly	faint elongated streak
NGC 3044	NGC 3044	Gal	Sex	09h 53m 42s	01° 35' 00"	12.0	4' x 1'					edge-on, bar-like core
NGC 3077	NGC 3077/The Garland Galaxy	Gal	UMa	10h 03m 18s	68° 44' 00"	9.9	5.2' x 4.7'			Sd	12mly	
NGC 3079	NGC 3079/The Phantom Frisbee	Gal	UMa	10h 02m 00s	55° 41' 00"	10.9	8.1' x 1.3'			SBc	57mly	! Distorted edge-on galaxy with dustlane, NGC 2950 nearby. Twin Quasar Mirage north-northwest about 15'
NGC 3091	NGC 3091	Gal	Hya	10h 00m 12s	-19° 38' 00"	11.1	3' x 1.9'			E2	191mly	
NGC 3109	NGC 3109	Gal	Hya	10h 03m 06s	-26° 10' 00"	9.9	19.7' x 3.4'			Ir	4.3mly	
NGC 3115	NGC 3115/Spindle Galaxy	Gal	Sex	10h 05m 12s	-07° 43' 00"	8.9	7.3' x 3.4'			E6	33mly	!! bright and elongated, lens-shaped
NGC 3132	NGC 3132	PN	Vel	10h 07m 00s	-40° 26' 00"	9.2	50"					!! the Eight-burst Nebula, m10 central star
NGC 3147	NGC 3147	Gal	Dra	10h 16m 54s	73° 39' 00"	10.9	3' x 2.3'					sp lg circular near 6 mag star
NGC 3166	NGC 3166	Gal	Sex	10h 13m 48s	03° 26' 00"	11.4	4.4' x 1.7'					sp brt nucleus round field 3169 and fainter 3165
NGC 3169	NGC 3169	Gal	Sex	10h 14m 12s	03° 28' 00"	11.7	4' x 1.7'					sp brt nucleus sl round
NGC 3184	NGC 3184/Little Pinwheel Galaxy	Gal	UMa	10h 18m 18s	41° 25' 00"	9.8	7.6' x 7.4'			SBc	47mly	large, diffuse face-on spiral
NGC 3190	NGC 3190	Gal	Leo	10h 18m 06s	21° 50' 00"	11.3	3' x 1'					!! Elongated galaxy in nice group of 4 galaxies (N3185, 87, 93), Hickson 44
NGC 3193	NGC 3193	Gal	Leo	10h 18m 24s	21° 54' 00"	11.5	1.5' x 1.5'					el fuzzy roundish uniform c 3190
NGC 3198	NGC 3198	Gal	UMa	10h 19m 54s	45° 33' 00"	11.0	9' x 3.2'					sp elong with 3 brt stars
NGC 3226	NGC 3226	Gal	Leo	10h 23m 24s	19° 54' 00"	11.4	2.5' x 2.2'			Elliptical	66mly	
NGC 3227	NGC 3227	Gal	Leo	10h 23m 30s	19° 52' 00"	10.3	6.6' x 5'			SBa	65mly	Seyfert - interacting w/mag 11.4 N3226 (1')
NGC 3242	NGC 3242/The Ghost of Jupiter/The CBS Eye/Diamond Nebula	PN	Hya	10h 24m 48s	-18° 39' 00"	8.6	40.2" x 34.8"			4(3b)	3.566kly	!! Ghost of Jupiter; small but bright
NGC 3245	NGC 3245	Gal	LMi	10h 27m 18s	28° 30' 00"	11.2	1.8' x 0.9'					el round fuzzy uniform
NGC 3277	NGC 3277	Gal	LMi	10h 32m 54s	28° 31' 00"	12.0	66" x 54"					sp round brt nucleus
NGC 3294	NGC 3294	Gal	LMi	10h 36m 18s	37° 20' 00"	11.4	2.6' x 1.2'					sp very difficult uniform brt
NGC 3310	NGC 3310	Gal	UMa	10h 35m 42s	53° 30' 00"	10.1	4' x 3'					irr round brt nucleus
NGC 3311	NGC 3311	Gal	Hya	10h 36m 42s	-27° 32' 00"	11.6	2.2'					Hydra I Cluster - N3308, 9, 12, 14AB pec (like Cocoon Galaxy)
NGC 3344	NGC 3344/Sliced Onion Galaxy	Gal	LMi	10h 43m 30s	24° 55' 00"	9.9	7.1' x 6.8'			SBbc Ring	20mly	diffuse face-on barred spiral
NGC 3359	NGC 3359	Gal	UMa	10h 46m 36s	63° 13' 00"	10.5	6' x 4'					S(B)c - mottled - S-shaped
NGC 3367	NGC 3367	Gal	Leo	10h 47m 41s	13° 38' 30"	11.5	2.7' x 1.6'					sp faint. near 3377
NGC 3372	NGC 3372	EN	Car	10h 43m 48s	-59° 52' 00"	4.5	80' x 85'					!! the Eta Carina Nebula
NGC 3373	NGC 3373/NGC 3389	Gal	Leo	10h 48m 30s	12° 32' 00"	12.5	2.9' x 1.3'			Sc	74mly	
NGC 3377	NGC 3377	Gal	Leo	10h 47m 42s	13° 59' 00"	10.5	1.9' x 1'					el small brt nucleus
NGC 3384	NGC 3384/NGC 3371	Gal	Leo	10h 48m 18s	12° 38' 00"	9.9	5.4' x 2.7'			E7	37mly	same field as M105 and NGC 3389
NGC 3395	NGC 3395	Gal	Leo	10h 49m 48s	32° 59' 00"	12.0	1.5' x 0.9'					sp elus sl elong faint nucleus, interacting w/N3396
NGC 3412	NGC 3412	Gal	Leo	10h 50m 54s	13° 25' 00"	10.4	2.4' x 1.1'					el circular very difficult
NGC 3414	NGC 3414	Gal	LMi	10h 51m 18s	27° 59' 00"	11.0	1.4' x 1'					Bsp starlike fuzzy nebulosity
NGC 3432	NGC 3432/The Knitting Needle Galaxy	Gal	LMi	10h 52m 30s	36° 37' 00"	11.3	6.6' x 1.6'			SB	39mly	! Edge-on streak w/3 stars superimposed
NGC 3486	NGC 3486	Gal	LMi	10h 00m 24s	28° 58' 00"	11.0	6.8' x 4.5'					sp round faint fuzzy uniform
NGC 3489	NGC 3489	Gal	Leo	11h 00m 18s	13° 54' 00"	11.5	2' x 0.9'					el round impressive brt nucleus
NGC 3504	NGC 3504	Gal	LMi	11h 00m 30s	27° 58' 00"	10.9	2.2' x 2.2'					sp round very impressive
NGC 3507	NGC 3507	Gal	Leo	11h 03m 24s	18° 08' 00"	10.9	3.4' x 2.9'			SBb	59mly	
NGC 3511	NGC 3511	Gal	Crt	11h 03m 24s	-23° 05' 00"	11.0	6' x 2.1'			SBc	65mly	
NGC 3521	NGC 3521	Gal	Leo	11h 05m 48s	00° 02' 00"	9.0	11.2' x 5.4'			SBbc	25mly	! Bright elongated galaxy with black eye
NGC 3593	NGC 3593	Gal	Leo	11h 14m 36s	12° 49' 00"	11.3	2.5' x 0.9'					sp round faint inconspicious
NGC 3605	NGC 3605	Gal	Leo	11h 16m 47s	18° 01' 00"	12.7	60" x 36"				73mly	NGC 3607 in same field
NGC 3607	NGC 3607	Gal	Leo	11h 16m 54s	18° 03' 00"	10.0	3.7' x 3.2'				73mly	w/N3599 (m11.9), 3605 (m13.1), and 3608 (m11.0), all ellipticals
NGC 3608	NGC 3608	Gal	Leo	11h 17m 00s	18° 09' 00"	11.1	1.4' x 1'					el round small same field 3607
NGC 3610	NGC 3610	Gal	UMa	11h 18m 24s	58° 47' 00"	11.2	1.3' x 1'					el starlike fuzzy nebulous av
NGC 3613	NGC 3613	Gal	UMa	11h 18m 36s	58° 00' 00"	11.2	1.6' x 0.8'					el starlike like a hairy star
NGC 3619	NGC 3619	Gal	UMa	11h 19m 24s	56° 46' 00"	11.7	1' x 1'					sp starlike  same field as 3613
NGC 3621	NGC 3621/Frame Galaxy	Gal	Hya	11h 18m 18s	-32° 49' 00"	8.5	9.8' x 4.6'			ScII to ScIV	22mly	Large diffuse galaxy in kite shaped stellar asterism
NGC 3626	NGC 3626	Gal	Leo	11h 20m 06s	18° 21' 00"	10.5	1.6' x 1.1'					sp starlike brt nucleus v small
